mandante,visitante,resultado,gols_mandante,gols_visitante
flamengo,atletico mineiro,empate,0,0
cruzeiro,sao caetano,sao caetano,0,1
goias,santos,empate,3,3
palmeiras,figueirense,empate,0,0
ponte preta,gremio,ponte preta,1,0
parana,paysandu,parana,2,0
botafogo,flamengo,empate,0,0
corinthians,cruzeiro,corinthians,1,0
atletico pr,ponte preta,atletico pr,4,0
gremio,vitoria,gremio,4,0
paysandu,criciuma,empate,2,2
figueirense,fluminense,figueirense,2,1
guarani,palmeiras,guarani,1,0
juventude,sao paulo,sao paulo,1,2
vasco,goias,vasco,3,1
sao caetano,internacional,sao caetano,2,0
atletico mineiro,parana,atletico mineiro,4,1
santos,coritiba,santos,4,2
fluminense,cruzeiro,empate,0,0
atletico pr,gremio,empate,0,0
flamengo,palmeiras,palmeiras,0,1
juventude,vasco,empate,1,1
criciuma,ponte preta,criciuma,3,1
corinthians,sao caetano,corinthians,2,0
santos,paysandu,santos,6,0
atletico mineiro,figueirense,atletico mineiro,3,1
goias,parana,goias,3,0
vitoria,coritiba,empate,2,2
internacional,sao paulo,empate,1,1
guarani,botafogo,botafogo,0,2
ponte preta,fluminense,ponte preta,3,2
palmeiras,goias,goias,0,3
figueirense,guarani,empate,1,1
sao caetano,atletico pr,atletico pr,0,3
paysandu,atletico mineiro,paysandu,2,1
parana,criciuma,criciuma,0,3
vasco,corinthians,corinthians,1,3
coritiba,flamengo,coritiba,1,0
gremio,santos,gremio,3,1
botafogo,juventude,juventude,0,1
cruzeiro,internacional,cruzeiro,2,0
sao paulo,vitoria,sao paulo,2,1
fluminense,parana,fluminense,3,1
santos,sao caetano,sao caetano,0,1
goias,coritiba,coritiba,1,2
atletico mineiro,gremio,atletico mineiro,3,0
flamengo,sao paulo,flamengo,1,0
corinthians,botafogo,empate,2,2
internacional,ponte preta,ponte preta,1,2
guarani,paysandu,empate,0,0
juventude,figueirense,empate,0,0
vitoria,cruzeiro,vitoria,3,2
criciuma,palmeiras,palmeiras,1,2
atletico pr,vasco,atletico pr,2,0
sao paulo,goias,sao paulo,4,0
parana,internacional,internacional,1,2
ponte preta,vitoria,ponte preta,1,0
gremio,guarani,empate,1,1
paysandu,juventude,juventude,0,1
figueirense,corinthians,corinthians,0,1
cruzeiro,flamengo,cruzeiro,2,0
vasco,santos,santos,2,3
botafogo,atletico pr,empate,1,1
sao caetano,atletico mineiro,empate,1,1
coritiba,criciuma,coritiba,1,0
palmeiras,fluminense,palmeiras,3,2
internacional,figueirense,internacional,4,0
juventude,cruzeiro,juventude,1,0
flamengo,gremio,flamengo,3,0
corinthians,ponte preta,corinthians,2,0
criciuma,vasco,criciuma,1,0
atletico mineiro,palmeiras,palmeiras,1,2
fluminense,paysandu,empate,1,1
goias,botafogo,goias,3,1
guarani,coritiba,empate,0,0
vitoria,sao caetano,sao caetano,1,2
santos,parana,santos,5,1
atletico pr,sao paulo,atletico pr,1,0
gremio,juventude,juventude,2,4
figueirense,atletico pr,empate,1,1
sao caetano,guarani,sao caetano,3,0
cruzeiro,goias,goias,1,3
palmeiras,internacional,palmeiras,3,1
parana,vitoria,parana,4,1
botafogo,santos,botafogo,2,0
paysandu,corinthians,paysandu,2,1
ponte preta,flamengo,ponte preta,1,0
coritiba,fluminense,coritiba,2,0
vasco,atletico mineiro,vasco,3,0
sao paulo,criciuma,sao paulo,2,0
flamengo,parana,flamengo,2,1
corinthians,gremio,empate,1,1
santos,figueirense,santos,4,1
fluminense,sao paulo,fluminense,1,0
guarani,vasco,empate,1,1
criciuma,cruzeiro,cruzeiro,1,2
internacional,coritiba,empate,1,1
atletico pr,paysandu,atletico pr,2,0
goias,ponte preta,goias,5,0
juventude,sao caetano,empate,2,2
vitoria,palmeiras,empate,2,2
atletico mineiro,botafogo,empate,1,1
botafogo,criciuma,empate,1,1
parana,juventude,juventude,1,2
sao paulo,guarani,empate,3,3
gremio,goias,empate,1,1
paysandu,internacional,paysandu,2,1
sao caetano,flamengo,flamengo,0,1
palmeiras,corinthians,corinthians,0,1
vasco,fluminense,empate,1,1
coritiba,atletico pr,atletico pr,1,2
figueirense,vitoria,figueirense,2,1
ponte preta,atletico mineiro,empate,1,1
cruzeiro,santos,empate,4,4
fluminense,internacional,fluminense,3,1
sao paulo,coritiba,coritiba,2,3
cruzeiro,parana,parana,1,4
figueirense,goias,figueirense,3,2
criciuma,sao caetano,sao caetano,0,4
corinthians,atletico mineiro,corinthians,1,0
ponte preta,palmeiras,empate,0,0
juventude,santos,santos,1,2
flamengo,vitoria,flamengo,2,0
atletico pr,guarani,atletico pr,2,0
paysandu,botafogo,paysandu,2,0
gremio,vasco,vasco,1,2
vasco,paysandu,paysandu,0,1
palmeiras,cruzeiro,cruzeiro,1,3
parana,sao paulo,sao paulo,0,2
atletico mineiro,juventude,empate,1,1
goias,criciuma,goias,2,1
sao caetano,figueirense,sao caetano,1,0
santos,atletico pr,empate,1,1
internacional,flamengo,empate,0,0
guarani,corinthians,corinthians,0,1
vitoria,fluminense,fluminense,2,3
botafogo,gremio,botafogo,2,1
coritiba,ponte preta,coritiba,2,0
sao paulo,cruzeiro,empate,0,0
vasco,sao caetano,sao caetano,1,2
guarani,juventude,guarani,3,1
goias,internacional,goias,1,0
fluminense,flamengo,fluminense,2,1
palmeiras,santos,santos,1,2
figueirense,botafogo,figueirense,3,1
atletico pr,corinthians,atletico pr,3,1
ponte preta,parana,parana,0,2
vitoria,criciuma,vitoria,1,0
gremio,paysandu,empate,1,1
atletico mineiro,coritiba,atletico mineiro,2,1
sao caetano,gremio,sao caetano,2,0
parana,guarani,empate,0,0
santos,atletico mineiro,santos,2,0
criciuma,fluminense,fluminense,0,2
flamengo,goias,flamengo,4,0
corinthians,sao paulo,empate,0,0
internacional,vitoria,internacional,2,1
botafogo,vasco,empate,2,2
juventude,ponte preta,ponte preta,1,2
paysandu,figueirense,paysandu,3,1
cruzeiro,atletico pr,atletico pr,2,4
coritiba,palmeiras,empate,0,0
figueirense,ponte preta,ponte preta,0,1
paysandu,cruzeiro,paysandu,3,1
atletico mineiro,internacional,empate,1,1
sao caetano,coritiba,sao caetano,1,0
guarani,fluminense,empate,1,1
gremio,sao paulo,gremio,2,1
vasco,palmeiras,palmeiras,2,5
atletico pr,flamengo,atletico pr,2,1
corinthians,goias,corinthians,1,0
juventude,criciuma,juventude,1,0
botafogo,parana,botafogo,4,3
santos,vitoria,santos,4,1
sao paulo,paysandu,sao paulo,7,0
coritiba,gremio,coritiba,2,1
fluminense,atletico mineiro,empate,1,1
cruzeiro,figueirense,empate,3,3
palmeiras,sao caetano,palmeiras,3,1
parana,vasco,parana,2,1
criciuma,guarani,empate,1,1
vitoria,atletico pr,atletico pr,2,3
goias,juventude,juventude,1,2
internacional,santos,internacional,2,1
ponte preta,botafogo,empate,1,1
flamengo,corinthians,empate,0,0
vasco,internacional,vasco,2,0
sao paulo,palmeiras,sao paulo,2,1
fluminense,botafogo,botafogo,1,4
atletico pr,atletico mineiro,atletico pr,5,0
sao caetano,goias,sao caetano,2,0
figueirense,flamengo,figueirense,3,2
vitoria,paysandu,vitoria,4,1
cruzeiro,ponte preta,cruzeiro,5,0
guarani,santos,santos,0,1
gremio,criciuma,gremio,2,0
parana,coritiba,parana,1,0
corinthians,juventude,juventude,1,2
coritiba,cruzeiro,empate,1,1
vasco,figueirense,vasco,1,0
criciuma,internacional,criciuma,2,1
goias,vitoria,goias,4,0
gremio,fluminense,fluminense,2,3
ponte preta,sao paulo,sao paulo,0,1
santos,corinthians,empate,1,1
atletico mineiro,guarani,atletico mineiro,3,2
palmeiras,parana,empate,1,1
paysandu,flamengo,empate,2,2
juventude,atletico pr,empate,3,3
botafogo,sao caetano,empate,1,1
corinthians,coritiba,empate,0,0
figueirense,gremio,figueirense,2,0
vitoria,vasco,vitoria,4,1
fluminense,goias,goias,1,4
santos,ponte preta,santos,4,0
atletico mineiro,sao paulo,sao paulo,0,5
internacional,botafogo,internacional,3,1
sao caetano,paysandu,sao caetano,3,0
guarani,cruzeiro,guarani,2,0
atletico pr,parana,empate,1,1
flamengo,criciuma,flamengo,3,1
juventude,palmeiras,palmeiras,0,2
cruzeiro,atletico mineiro,atletico mineiro,0,3
gremio,internacional,internacional,1,3
coritiba,juventude,juventude,2,3
paysandu,goias,paysandu,4,2
botafogo,vitoria,empate,1,1
palmeiras,atletico pr,palmeiras,3,1
sao paulo,santos,sao paulo,1,0
vasco,flamengo,vasco,1,0
sao caetano,fluminense,sao caetano,2,0
criciuma,figueirense,criciuma,2,1
parana,corinthians,corinthians,1,2
guarani,ponte preta,empate,0,0
palmeiras,botafogo,palmeiras,2,1
goias,atletico pr,goias,2,0
cruzeiro,gremio,cruzeiro,2,0
vitoria,atletico mineiro,vitoria,2,1
internacional,guarani,guarani,1,3
parana,figueirense,parana,2,1
fluminense,juventude,fluminense,7,1
ponte preta,paysandu,ponte preta,3,0
coritiba,vasco,vasco,0,1
flamengo,santos,empate,1,1
criciuma,corinthians,empate,1,1
santos,fluminense,santos,5,0
guarani,goias,empate,1,1
paysandu,coritiba,empate,0,0
botafogo,cruzeiro,botafogo,2,1
juventude,flamengo,juventude,1,0
gremio,palmeiras,palmeiras,2,3
corinthians,vitoria,corinthians,1,0
figueirense,sao paulo,figueirense,1,0
atletico pr,internacional,atletico pr,2,1
atletico mineiro,criciuma,empate,2,2
vasco,ponte preta,empate,2,2
sao paulo,sao caetano,sao paulo,4,2
palmeiras,paysandu,palmeiras,1,0
goias,atletico mineiro,goias,1,0
flamengo,guarani,flamengo,1,0
parana,gremio,parana,1,0
criciuma,santos,empate,1,1
internacional,corinthians,internacional,3,0
fluminense,atletico pr,atletico pr,1,2
cruzeiro,vasco,cruzeiro,3,2
coritiba,figueirense,coritiba,2,0
vitoria,juventude,empate,1,1
sao paulo,botafogo,sao paulo,5,2
ponte preta,sao caetano,sao caetano,0,3
sao caetano,parana,sao caetano,2,1
botafogo,coritiba,botafogo,4,1
sao caetano,cruzeiro,sao caetano,4,1
gremio,ponte preta,gremio,6,1
corinthians,fluminense,empate,1,1
vasco,sao paulo,empate,0,0
santos,goias,santos,2,1
atletico mineiro,flamengo,atletico mineiro,6,1
atletico pr,criciuma,atletico pr,6,1
guarani,vitoria,empate,0,0
paysandu,parana,empate,1,1
figueirense,palmeiras,palmeiras,0,1
juventude,internacional,internacional,2,3
fluminense,figueirense,figueirense,0,2
parana,atletico mineiro,parana,1,0
palmeiras,guarani,guarani,0,2
vitoria,gremio,vitoria,2,0
goias,vasco,goias,3,2
ponte preta,atletico pr,atletico pr,2,3
flamengo,botafogo,empate,0,0
cruzeiro,corinthians,corinthians,0,1
coritiba,santos,santos,0,1
criciuma,paysandu,criciuma,1,0
internacional,sao caetano,internacional,1,0
sao paulo,juventude,sao paulo,4,0
figueirense,atletico mineiro,figueirense,2,1
botafogo,guarani,botafogo,1,0
parana,goias,parana,2,1
cruzeiro,fluminense,fluminense,2,3
sao paulo,internacional,sao paulo,2,1
paysandu,santos,empate,1,1
palmeiras,flamengo,flamengo,1,2
ponte preta,criciuma,ponte preta,1,0
sao caetano,corinthians,sao caetano,2,1
coritiba,vitoria,coritiba,5,1
gremio,atletico pr,empate,3,3
vasco,juventude,empate,1,1
fluminense,ponte preta,fluminense,1,0
guarani,figueirense,guarani,2,1
criciuma,parana,parana,1,2
atletico mineiro,paysandu,empate,0,0
goias,palmeiras,empate,0,0
corinthians,vasco,corinthians,3,1
vitoria,sao paulo,sao paulo,1,4
santos,gremio,santos,5,1
juventude,botafogo,juventude,1,0
atletico pr,sao caetano,atletico pr,5,2
internacional,cruzeiro,internacional,2,0
flamengo,coritiba,empate,0,0
gremio,atletico mineiro,atletico mineiro,0,1
paysandu,guarani,paysandu,4,2
palmeiras,criciuma,palmeiras,3,2
parana,fluminense,fluminense,0,1
sao paulo,flamengo,empate,1,1
sao caetano,santos,santos,0,3
botafogo,corinthians,corinthians,1,2
vasco,atletico pr,vasco,1,0
coritiba,goias,coritiba,1,0
figueirense,juventude,figueirense,1,0
cruzeiro,vitoria,cruzeiro,4,0
ponte preta,internacional,internacional,1,2
fluminense,palmeiras,empate,1,1
vitoria,ponte preta,ponte preta,1,2
criciuma,coritiba,empate,3,3
guarani,gremio,guarani,2,0
goias,sao paulo,goias,2,0
atletico mineiro,sao caetano,atletico mineiro,3,0
flamengo,cruzeiro,flamengo,6,2
corinthians,figueirense,corinthians,5,2
internacional,parana,internacional,2,1
juventude,paysandu,paysandu,1,2
atletico pr,botafogo,empate,1,1
santos,vasco,santos,2,1
parana,goias,goias,0,2
atletico mineiro,figueirense,atletico mineiro,4,1
sao caetano,palmeiras,empate,2,2
flamengo,cruzeiro,empate,1,1
internacional,botafogo,botafogo,0,2
fortaleza,coritiba,coritiba,0,1
fluminense,sao paulo,fluminense,2,1
corinthians,juventude,empate,2,2
atletico pr,ponte preta,ponte preta,0,1
Brasiliense,vasco,empate,0,1
santos,paysandu,santos,4,1
goias,sao caetano,empate,0,0
vasco,fortaleza,empate,0,0
palmeiras,Brasiliense,palmeiras,2,1
ponte preta,atletico mineiro,empate,3,3
sao paulo,parana,empate,1,1
cruzeiro,internacional,cruzeiro,3,2
juventude,atletico pr,juventude,1,0
figueirense,flamengo,flamengo,0,1
botafogo,corinthians,botafogo,3,1
coritiba,santos,santos,2,3
paysandu,fluminense,fluminense,1,2
parana,juventude,empate,2,2
goias,figueirense,empate,0,0
ponte preta,paysandu,ponte preta,2,0
santos,atletico pr,santos,2,1
internacional,flamengo,internacional,1,0
coritiba,palmeiras,coritiba,1,0
corinthians,sao paulo,sao paulo,1,5
fluminense,cruzeiro,fluminense,2,1
sao caetano,fortaleza,sao caetano,2,1
atletico mineiro,Brasiliense,Brasiliense,0,1
fortaleza,ponte preta,fortaleza,2,1
botafogo,atletico mineiro,botafogo,2,1
sao paulo,coritiba,sao paulo,1,0
figueirense,internacional,internacional,1,2
cruzeiro,goias,cruzeiro,3,1
juventude,vasco,juventude,4,1
atletico pr,corinthians,corinthians,1,2
paysandu,sao caetano,paysandu,3,2
palmeiras,parana,parana,1,2
flamengo,santos,flamengo,2,1
Brasiliense,fluminense,fluminense,0,3
parana,ponte preta,empate,1,1
juventude,paysandu,juventude,2,0
fortaleza,Brasiliense,fortaleza,2,0
fluminense,coritiba,coritiba,2,4
goias,botafogo,goias,4,0
santos,atletico mineiro,santos,3,0
sao caetano,flamengo,sao caetano,1,0
vasco,sao paulo,vasco,3,1
atletico pr,internacional,internacional,1,3
corinthians,figueirense,corinthians,2,1
cruzeiro,palmeiras,cruzeiro,2,0
paysandu,goias,paysandu,1,0
sao paulo,cruzeiro,empate,1,1
figueirense,sao caetano,figueirense,2,0
palmeiras,santos,palmeiras,2,1
flamengo,fluminense,empate,0,0
ponte preta,vasco,ponte preta,4,2
atletico mineiro,corinthians,corinthians,0,1
Brasiliense,parana,Brasiliense,1,0
botafogo,atletico pr,botafogo,2,0
coritiba,juventude,juventude,1,2
internacional,fortaleza,internacional,1,0
parana,fortaleza,parana,3,0
cruzeiro,ponte preta,ponte preta,1,2
sao caetano,Brasiliense,sao caetano,2,0
atletico pr,figueirense,empate,0,0
goias,palmeiras,goias,2,1
botafogo,juventude,botafogo,3,2
santos,fluminense,empate,1,1
internacional,atletico mineiro,empate,1,1
corinthians,flamengo,corinthians,4,2
vasco,coritiba,empate,2,2
paysandu,sao paulo,empate,2,2
palmeiras,vasco,palmeiras,5,2
Brasiliense,corinthians,corinthians,2,4
figueirense,paysandu,empate,3,3
flamengo,atletico pr,empate,1,1
atletico mineiro,sao caetano,sao caetano,2,3
ponte preta,goias,ponte preta,2,0
sao paulo,botafogo,sao paulo,1,0
coritiba,parana,coritiba,2,1
fluminense,internacional,fluminense,3,0
juventude,cruzeiro,empate,0,0
fortaleza,santos,empate,0,0
parana,atletico mineiro,parana,1,0
juventude,ponte preta,ponte preta,1,3
sao paulo,internacional,internacional,1,3
flamengo,Brasiliense,Brasiliense,3,4
botafogo,figueirense,figueirense,0,1
corinthians,fluminense,fluminense,0,1
sao caetano,santos,santos,1,3
goias,coritiba,goias,2,1
atletico pr,fortaleza,empate,0,0
paysandu,palmeiras,paysandu,2,1
cruzeiro,vasco,empate,3,3
coritiba,paysandu,coritiba,3,1
fluminense,parana,parana,0,1
vasco,goias,goias,1,2
fortaleza,corinthians,fortaleza,2,1
figueirense,cruzeiro,empate,0,0
atletico mineiro,flamengo,atletico mineiro,3,1
internacional,sao caetano,internacional,2,1
palmeiras,botafogo,palmeiras,4,1
santos,juventude,empate,0,0
Brasiliense,atletico pr,Brasiliense,2,1
parana,figueirense,parana,3,0
juventude,Brasiliense,juventude,2,1
paysandu,fortaleza,fortaleza,1,2
sao paulo,flamengo,sao paulo,2,0
sao caetano,ponte preta,sao caetano,2,1
corinthians,palmeiras,corinthians,3,1
botafogo,fluminense,fluminense,1,2
goias,santos,santos,3,4
vasco,internacional,internacional,2,4
atletico pr,coritiba,atletico pr,1,0
cruzeiro,atletico mineiro,cruzeiro,2,1
ponte preta,figueirense,ponte preta,2,1
goias,Brasiliense,Brasiliense,1,3
fluminense,sao caetano,sao caetano,0,1
parana,corinthians,corinthians,2,3
santos,sao paulo,santos,2,1
flamengo,vasco,flamengo,1,0
coritiba,botafogo,botafogo,0,3
atletico mineiro,atletico pr,atletico pr,2,3
internacional,juventude,internacional,5,2
palmeiras,fortaleza,fortaleza,1,2
sao caetano,parana,empate,1,1
botafogo,ponte preta,botafogo,4,2
fortaleza,atletico mineiro,atletico mineiro,1,4
atletico pr,fluminense,atletico pr,3,2
internacional,goias,goias,2,3
santos,vasco,vasco,2,3
figueirense,palmeiras,palmeiras,1,4
Brasiliense,sao paulo,empate,3,3
flamengo,juventude,juventude,3,4
cruzeiro,coritiba,empate,2,2
corinthians,paysandu,corinthians,3,2
parana,atletico pr,parana,2,0
botafogo,Brasiliense,empate,1,1
goias,fortaleza,goias,2,1
sao paulo,sao caetano,sao caetano,0,1
vasco,corinthians,corinthians,2,3
coritiba,flamengo,coritiba,3,2
palmeiras,atletico mineiro,palmeiras,1,0
ponte preta,fluminense,ponte preta,2,1
cruzeiro,santos,cruzeiro,3,2
paysandu,internacional,internacional,1,2
fortaleza,juventude,fortaleza,2,0
fluminense,goias,empate,1,1
sao caetano,botafogo,botafogo,0,1
corinthians,cruzeiro,corinthians,4,3
atletico pr,vasco,atletico pr,7,2
santos,ponte preta,ponte preta,0,1
atletico mineiro,sao paulo,empate,0,0
Brasiliense,paysandu,empate,0,0
flamengo,palmeiras,empate,0,0
figueirense,coritiba,empate,0,0
internacional,parana,parana,0,2
cruzeiro,fortaleza,cruzeiro,3,0
goias,atletico mineiro,goias,3,1
vasco,sao caetano,vasco,3,2
figueirense,fluminense,empate,1,1
coritiba,Brasiliense,empate,1,1
botafogo,flamengo,flamengo,0,2
ponte preta,internacional,empate,1,1
paysandu,parana,parana,3,4
juventude,sao paulo,juventude,2,1
palmeiras,atletico pr,empate,1,1
Brasiliense,cruzeiro,cruzeiro,1,2
sao caetano,juventude,empate,1,1
corinthians,coritiba,corinthians,3,0
atletico pr,goias,atletico pr,1,0
atletico mineiro,paysandu,empate,2,2
internacional,santos,santos,0,1
flamengo,ponte preta,flamengo,1,0
parana,botafogo,parana,2,0
fluminense,vasco,fluminense,3,2
fortaleza,figueirense,fortaleza,5,2
sao paulo,palmeiras,empate,3,3
atletico pr,cruzeiro,atletico pr,5,4
corinthians,sao caetano,sao caetano,0,2
botafogo,paysandu,botafogo,2,0
juventude,palmeiras,palmeiras,1,2
parana,santos,empate,1,1
fortaleza,flamengo,fortaleza,2,1
Brasiliense,internacional,empate,0,0
atletico mineiro,fluminense,fluminense,1,2
ponte preta,coritiba,coritiba,0,3
sao paulo,goias,goias,0,1
sao caetano,atletico pr,sao caetano,3,2
paysandu,vasco,vasco,0,2
coritiba,atletico mineiro,coritiba,1,0
palmeiras,ponte preta,palmeiras,2,1
internacional,corinthians,empate,0,0
figueirense,sao paulo,figueirense,3,1
santos,Brasiliense,empate,1,1
fluminense,fortaleza,fluminense,2,0
flamengo,parana,empate,1,1
goias,juventude,goias,1,0
coritiba,sao caetano,empate,2,2
palmeiras,internacional,palmeiras,3,2
paysandu,atletico pr,paysandu,2,1
ponte preta,corinthians,corinthians,3,5
vasco,atletico mineiro,vasco,2,1
figueirense,Brasiliense,empate,2,2
goias,flamengo,goias,2,0
cruzeiro,parana,parana,0,1
sao paulo,fortaleza,sao paulo,3,2
botafogo,santos,empate,3,3
atletico mineiro,juventude,atletico mineiro,2,1
sao caetano,cruzeiro,cruzeiro,0,1
atletico pr,sao paulo,atletico pr,4,2
corinthians,goias,empate,1,1
parana,vasco,empate,0,0
fluminense,palmeiras,empate,2,2
Brasiliense,ponte preta,Brasiliense,4,0
fortaleza,botafogo,fortaleza,3,1
flamengo,paysandu,flamengo,2,1
santos,figueirense,santos,4,3
palmeiras,sao caetano,palmeiras,2,1
ponte preta,atletico pr,atletico pr,0,2
goias,parana,empate,1,1
vasco,Brasiliense,vasco,1,0
sao paulo,fluminense,empate,1,1
cruzeiro,flamengo,empate,0,0
juventude,corinthians,juventude,1,0
paysandu,santos,santos,2,3
botafogo,internacional,internacional,0,1
figueirense,atletico mineiro,atletico mineiro,0,1
coritiba,fortaleza,coritiba,2,0
atletico pr,juventude,empate,2,2
sao caetano,goias,goias,0,1
Brasiliense,palmeiras,Brasiliense,3,2
parana,sao paulo,sao paulo,0,4
flamengo,figueirense,empate,2,2
internacional,cruzeiro,internacional,4,1
corinthians,botafogo,empate,3,3
atletico mineiro,ponte preta,atletico mineiro,1,0
fortaleza,vasco,fortaleza,4,2
fluminense,paysandu,fluminense,5,2
santos,coritiba,santos,2,0
botafogo,vasco,empate,2,2
fortaleza,sao caetano,fortaleza,5,2
Brasiliense,atletico mineiro,atletico mineiro,1,2
figueirense,goias,figueirense,3,0
juventude,parana,juventude,2,0
cruzeiro,fluminense,fluminense,2,6
atletico pr,santos,empate,3,3
paysandu,ponte preta,empate,2,2
flamengo,internacional,empate,1,1
palmeiras,coritiba,empate,1,1
sao caetano,paysandu,paysandu,1,2
goias,cruzeiro,goias,1,0
santos,flamengo,empate,0,0
internacional,figueirense,internacional,3,0
vasco,juventude,vasco,5,2
parana,palmeiras,palmeiras,1,3
corinthians,atletico pr,corinthians,2,0
ponte preta,fortaleza,ponte preta,2,1
coritiba,sao paulo,sao paulo,1,4
atletico mineiro,botafogo,botafogo,0,2
ponte preta,parana,ponte preta,1,0
paysandu,juventude,paysandu,3,0
palmeiras,cruzeiro,palmeiras,2,1
